name,osm_id,latitude,longitude,data_type,source,place_type,population,collection_time,collection_date,collector_class
Kétonou,3633452384,6.4231335,2.5474402,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Torri-Agonsa,3633466881,6.4330673,2.5867506,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3747969253,8.0831746,1.6384213,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koko,3771755366,8.3788906,1.8438084,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lougba,3771755371,8.3794804,1.7894074,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3772013062,8.4230513,1.7624311,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Diho,3772043779,8.0769065,2.5253813,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3772043827,8.1268798,2.5639423,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3772046463,8.1529864,2.6010875,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3772046510,8.2007278,2.6328559,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gogoro,3772071476,8.2787326,2.6470835,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Okounfo,3772071505,8.3147715,2.6466522,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nontchédigbé,3773776400,7.5471163,2.1153869,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lotcho-Daho,3773846276,7.274696,2.0663574,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dan,3773846314,7.3250546,2.0813978,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Agbohougoton,3773846329,7.3448572,2.0717574,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775337857,8.0410965,2.1005795,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775337891,8.0747728,2.1185254,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775337905,8.0853869,2.1148085,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Atéguédji,3775337925,8.1176971,2.1214864,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Amanhoungavissa,3775337928,8.1522433,2.1411271,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gobada,3775418464,7.770558,2.013823,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775418575,7.8047231,2.0392894,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775418607,7.8126718,2.0538456,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775418661,7.8338607,1.9956628,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775418714,7.8577074,2.0681237,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3775419004,7.9193472,2.0276867,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchatéhoué,3775730334,6.9691976,1.6663777,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbezé,3775796294,6.9716961,1.6471039,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agoua,3777132329,8.2919287,1.9611894,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gouka,3777132330,8.1342843,1.9645649,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutago,3777132331,8.0464007,1.9799023,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mamatchoke,3777132332,8.1058573,1.9732986,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3777132333,8.0062506,1.9851954,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3777132342,8.0608146,1.979954,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Okouta-Oro,3777138269,8.2047146,1.967917,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ôguèdè,3777138270,8.2320037,1.9690759,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cloubou,3777138271,8.2401102,1.9710089,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3777145096,8.3322427,1.9439369,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adjéwôlé,3777185294,8.33033,1.9733977,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sowiandji,3777185295,8.3303832,2.1313078,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tognon Doho,3777185323,8.3492483,2.1170671,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djanmandji,3777185351,8.3584173,2.1068797,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbèzé Doho,3777185369,8.3639641,2.098519,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Assaba,3777185390,8.3728246,1.9785991,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bôbè,3777185610,8.4280506,1.9968877,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djagballo,3777185629,8.4317219,2.0396482,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Torozougou,3779441033,11.7650708,3.1969943,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kwara Tégui,3779441035,11.771157,3.2415737,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Petit-Paris,3781053494,10.6082215,2.7469336,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gamagou,3781053543,10.6283451,2.7507795,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gnindarou,3781053676,10.6745282,2.7628206,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sori,3781053706,10.7168645,2.7847645,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908001,7.953024,1.9110515,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908026,7.9638672,1.8722558,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908100,7.9843269,1.8111656,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908104,7.9847525,1.7963524,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908215,7.994934,1.7557954,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908228,7.9970004,1.6974693,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3781908259,8.0033332,1.6983699,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gobé,3781954884,7.9992851,2.4075699,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Béthel,3781966707,8.0100856,2.3629366,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Longbondjin,3781966720,8.0113622,2.3326123,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kèrè,3781979732,7.8335275,2.1933153,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Igoho,3782007459,7.8969331,2.1541876,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Odo-Otchèrè,3782033098,7.8354072,2.1338296,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Erokowari,3782033101,7.8413879,2.1321865,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Orikéto Idjaka,3782033108,7.8568095,2.1420545,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Coffè Odan,3782033138,7.8705166,2.1384606,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Doh,3784311440,10.3417251,1.9357422,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3784395304,10.6252108,2.0631116,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3784395312,10.6263284,2.0417261,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Keberou,3784395367,10.6701355,1.8921386,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3788311657,10.3708165,2.3970534,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kabanou,3788311729,10.5236938,2.7968503,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dougou,3788311941,10.6466032,2.5436297,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbèmoussou,3788312198,10.6866503,2.8327877,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Soukarou,3788312214,10.6922386,2.696217,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bagou,3789770993,10.8132664,2.7233307,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Badou,3789771380,10.8956816,2.734955,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
,3789771515,10.9322991,2.7434887,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kparo,3791058516,10.4069071,2.4866057,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sekere,3791058517,10.4462227,2.451575,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Diadia,3791058518,10.806566,2.6100648,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbanbanga,3791058524,11.1645846,2.2902219,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Goumori,3791058533,11.1795606,2.298975,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Mondoukoka,3791058550,11.191049,2.283575,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kokiborou,3791058553,11.2026609,2.3200275,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Ounet,3791060083,11.2288087,2.4055536,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Toura,3791060097,11.2405968,2.3781233,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Koda,3791827625,8.85367,2.2870219,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Biboubawangou,3792333145,11.2912503,2.2523784,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dogossouwan,3792646234,11.2893173,2.3250324,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gnambourankorou,3792647678,11.3099888,2.3019896,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wagou,3792663146,11.2777422,2.4061885,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sirikou,3792694235,11.2257032,2.3591097,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tintinmou,3792694436,11.2403262,2.3456444,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kokourogou,3792694648,11.2594963,2.265283,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bonni,3792724930,11.1378291,2.1731081,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gogbèdè,3794181133,11.0241957,3.1042075,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kandi-Fô-Gah,3794181587,11.1019088,2.9520839,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kandi-Fô,3794181628,11.1151104,2.9678238,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Fanan,3794269119,10.757952,2.927831,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Binga,3794289543,10.8076537,2.8961367,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gando Dari,3794294942,10.8288998,2.9042591,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gounarou,3794295875,10.8717876,2.8454029,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Vossa,3795585850,8.4943638,2.3504151,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Monwadja,3795586687,8.5407329,2.3211687,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3795587555,8.6755297,2.2286571,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3796374707,10.9414046,2.3312182,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dombouré,3796376833,11.1478447,2.295668,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Guèdarou,3796625511,10.9203165,3.033379,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boukoubourou,3796696617,10.9715603,2.2148968,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gorobani,3796758685,11.0067789,1.9532891,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéssaka,3796785504,10.9610563,3.3954027,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbassè,3796785530,10.9817082,3.2835096,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zondji,3796785698,11.0111927,3.2943911,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boumoussou,3796785730,11.014514,3.4179005,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinwan,3796785769,11.0241795,3.4222228,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbèkakarou,3796785827,11.0734614,3.398971,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lougou,3796785982,11.1185872,3.3729383,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Guénélaga,3796786169,11.2402333,3.4502519,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kamanan,3796786212,11.2644022,3.4943322,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinzi,3796786473,11.2902812,3.5499873,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kambara,3796809086,10.930246,3.5493775,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lètè,3796809773,11.0306323,3.5472644,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tounga-Délégué,3796809839,11.0757831,3.6004398,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Piami,3796833317,10.9557045,3.6383779,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Iko,3796834132,11.0402137,3.6436148,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sèrèbani,3796845262,10.7924987,3.4672756,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sèrèkibè,3796845372,10.8294242,3.4729663,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sokotindji,3796845391,10.8487211,3.4283193,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Libantè,3796972400,10.7871004,3.5850436,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Diapéou,3796972453,10.8258585,3.5429068,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bobéna,3796980495,10.7940051,3.5360321,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Banagbasson,3796997917,10.6185157,3.5818462,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Morou,3796997940,10.6368864,3.3182529,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Saonzi,3796998348,10.7159944,3.5888919,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Poéla,3796998396,10.8135931,3.4339854,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbarana,3797005923,10.8314968,3.3091073,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Danganzi,3797023547,10.318655,3.4604771,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nassiconzi,3797023552,10.319881,3.4089157,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lou,3797031876,10.325968,3.4591295,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Béssassi Gando,3797031954,10.3894781,3.4824599,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zambára,3797032054,10.4648803,3.5311212,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sébana,3797032105,10.5303919,3.5554417,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kouté,3797034348,10.6836117,3.8003793,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbèkona,3797063633,10.553665,3.6328772,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3797776007,10.7661723,2.0709166,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
,3797776096,10.7984496,2.091879,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gamia,3797783910,10.3969313,2.7286814,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Basso,3797940004,10.4983017,3.6925834,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Banézi,3797940210,10.5402462,3.7341688,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gidan Kada,3797952007,10.4429258,3.7852639,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koroborou,3798879583,9.3749677,2.6684541,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Alafiarou,3798879720,9.3934625,2.6765632,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Douroubé,3798879836,9.4061879,2.6833698,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3798879970,9.4107989,2.6918754,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oké-Olou-Ossin,3799660524,8.241172,2.6903996,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oké-Owo,3799725860,8.0501774,2.7109323,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3799894990,10.5462508,1.2844843,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3799895014,10.5628041,1.5582063,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3799896958,10.7293493,0.9939485,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tantéga,3799897199,10.8306411,1.0258987,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
,3800111272,10.5827626,1.3324987,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cotiakou,3800111369,10.5920163,1.3038172,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3800121283,10.5585126,1.4039214,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3800388400,10.4236299,1.4396471,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3801137684,10.4011891,1.5128416,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3801137701,10.4347479,1.5512532,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3801137703,10.4358529,1.514053,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3801167958,10.0248356,2.5598058,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Serou,3801167988,10.0372455,2.5240267,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3802727248,10.4116322,1.5986923,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3802729035,10.4868482,1.4176547,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Keroukpogo,3802820659,10.1047031,2.6477072,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mareguinta,3804728636,10.195633,3.2989332,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3804771639,10.6112577,1.5771512,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3805447361,9.7202279,3.0638881,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3805447385,9.7355607,3.039973,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sandilo,3805468752,9.5203122,3.1513948,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Diguidirou,3805469724,9.6050836,3.1419255,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gninsy,3805469776,9.6128046,3.0527666,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Nassy,3805469785,9.6152862,2.984784,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinisson,3806399627,9.803739,2.7116127,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sissigourou,3806999235,10.2389297,2.869074,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Berou,3806999765,10.2539532,2.7459427,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Konarou,3807000412,10.3164348,2.8485369,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kéké,3807000841,10.3228695,2.8858986,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Taïti,3807001051,10.3289506,2.8250069,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boro,3807002027,10.3554064,2.9422789,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ganro,3807002711,10.3589198,2.8205404,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boussoura,3807003069,10.3645448,2.9025294,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bouri,3807003262,10.3683865,2.7613999,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Teme,3807874669,9.8967599,2.4712703,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Gando,3808045062,10.2011131,2.6560911,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sombouan,3808060706,10.5254969,2.6394293,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sombouan II,3808060775,10.5301275,2.6114457,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéï,3808448954,10.398992,3.2571323,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gnel-Yakan,3808449105,10.4099533,3.2740075,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Korodji,3808449318,10.4482182,3.2093429,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wara,3808483294,10.6761957,2.6717582,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Kpébié,3809312473,9.6970193,2.9998578,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Won,3809312474,9.6977921,2.9362528,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kali,3809714885,10.8169419,2.6725162,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Borodarou,3809720609,10.9806535,2.8739272,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpadé,3809720610,11.0410767,2.8871391,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kassakou,3809720611,11.0802525,2.9042513,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Donwari,3809720612,11.1178551,2.8532286,cities,OpenStreetMap,town,,19:33:15.887706,2025-09-30,GeographicCollector
Tisserou,3809720613,11.126914,2.8755387,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kantakpara-Wokparou,3809862768,10.7181556,2.7428977,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kassirou,3809862785,10.7332329,2.7110002,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kerou Bagou,3809862829,10.7816208,2.7205437,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gandobou,3809862878,10.7985171,2.6984136,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Toumé,3809930148,10.084872,2.4594647,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kokabo,3809930806,10.1339437,2.4910124,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kinninkou,3809930981,10.1545005,2.5675798,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Saoré,3809931214,10.1977105,2.6073369,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kossia,3809931371,10.2804596,2.4480408,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Wari,3809971742,10.2369951,2.4070938,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Diadia,3809971782,10.2769156,2.4001378,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Boukouro,3809971802,10.2894171,2.4000271,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gounin,3810562837,9.9266009,2.5760732,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
,3811637737,10.3085091,2.705848,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Baoura,3811637898,10.3312413,2.7169807,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Timbouré,3811649588,10.4250632,2.5754515,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dantcha,3811649589,10.4459126,2.6199588,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bouratébé,3811649591,10.4856385,2.5866495,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
